Source,Target,Label,Type,Context,Source_Document,Weight,Chapter,Book_Vol,Description
bear bee-hunter,folk of the lonely mountain,PERSON-ORGANIZATION,CO_OCCURRENCE,"peoples: Eldest of all, the elf-children; Dwarf the delver, dark are his houses; Ent the earthborn, old as mountains; Man the mortal, master of horses: Hm, hm, hm. Beaver the builder, buck the leaper, Bear bee-hunter, boar the fighter; Hound is hungry, hare is fearful... hm, hm. Eagle in eyrie,",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,3,4,3,[N/A]
bear bee-hunter,boar the fighter,PERSON-PERSON,CO_OCCURRENCE,"peoples: Eldest of all, the elf-children; Dwarf the delver, dark are his houses; Ent the earthborn, old as mountains; Man the mortal, master of horses: Hm, hm, hm. Beaver the builder, buck the leaper, Bear bee-hunter, boar the fighter; Hound is hungry, hare is fearful... hm, hm. Eagle in eyrie,",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,3,4,3,[N/A]
bear bee-hunter,hound,PERSON-PERSON,CO_OCCURRENCE,"peoples: Eldest of all, the elf-children; Dwarf the delver, dark are his houses; Ent the earthborn, old as mountains; Man the mortal, master of horses: Hm, hm, hm. Beaver the builder, buck the leaper, Bear bee-hunter, boar the fighter; Hound is hungry, hare is fearful... hm, hm. Eagle in eyrie,",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,3,4,3,[N/A]
beaver,boar the fighter,PERSON-PERSON,CO_OCCURRENCE,"peoples: Eldest of all, the elf-children; Dwarf the delver, dark are his houses; Ent the earthborn, old as mountains; Man the mortal, master of horses: Hm, hm, hm. Beaver the builder, buck the leaper, Bear bee-hunter, boar the fighter; Hound is hungry, hare is fearful... hm, hm. Eagle in eyrie,",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,2,4,3,[N/A]
boar the fighter,folk of the lonely mountain,PERSON-ORGANIZATION,CO_OCCURRENCE,"elf-children; Dwarf the delver, dark are his houses; Ent the earthborn, old as mountains; Man the mortal, master of horses: Hm, hm, hm. Beaver the builder, buck the leaper, Bear bee-hunter, boar the fighter; Hound is hungry, hare is fearful... hm, hm. Eagle in eyrie, ox in pasture, Hart horn-crowned;",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,3,4,3,[N/A]
boar the fighter,húrin the tall warden of the keys,PERSON-PERSON,CO_OCCURRENCE,"elf-children; Dwarf the delver, dark are his houses; Ent the earthborn, old as mountains; Man the mortal, master of horses: Hm, hm, hm. Beaver the builder, buck the leaper, Bear bee-hunter, boar the fighter; Hound is hungry, hare is fearful... hm, hm. Eagle in eyrie, ox in pasture, Hart horn-crowned;",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,8,4,3,[N/A]
boar the fighter,hound,PERSON-PERSON,CO_OCCURRENCE,"peoples: Eldest of all, the elf-children; Dwarf the delver, dark are his houses; Ent the earthborn, old as mountains; Man the mortal, master of horses: Hm, hm, hm. Beaver the builder, buck the leaper, Bear bee-hunter, boar the fighter; Hound is hungry, hare is fearful... hm, hm. Eagle in eyrie,",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,3,4,3,[N/A]
folk of the lonely mountain,hound,ORGANIZATION-PERSON,CO_OCCURRENCE,"peoples: Eldest of all, the elf-children; Dwarf the delver, dark are his houses; Ent the earthborn, old as mountains; Man the mortal, master of horses: Hm, hm, hm. Beaver the builder, buck the leaper, Bear bee-hunter, boar the fighter; Hound is hungry, hare is fearful... hm, hm. Eagle in eyrie,",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,2,4,3,[N/A]
húrin the tall warden of the keys,hound,PERSON-PERSON,CO_OCCURRENCE,"peoples: Eldest of all, the elf-children; Dwarf the delver, dark are his houses; Ent the earthborn, old as mountains; Man the mortal, master of horses: Hm, hm, hm. Beaver the builder, buck the leaper, Bear bee-hunter, boar the fighter; Hound is hungry, hare is fearful... hm, hm. Eagle in eyrie,",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,6,4,3,[N/A]
húrin the tall warden of the keys,room tum,PERSON-LOCATION,CO_OCCURRENCE,"go? Room tum, room tum, roomty toom tum. It was a long list. But anyway you do not seem to fit in anywhere!' 'We always seem to have got left out of the old lists, and the old stories,' said Merry. 'Yet we've been about for quite a long time.",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,2,4,3,[N/A]
brandybuck,old treebeard,LOCATION-PERSON,CO_OCCURRENCE,"of fact I'm a Brandybuck, Meriadoc Brandybuck, though most people call me just Merry.' 'And I'm a Took, Peregrin Took, but I'm generally called Pippin, or even Pip.' 'Hm, but you _are_ hasty folk, I see,' said Treebeard. 'I am honoured by your confidence; but you should not be too",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,3,4,3,[N/A]
old took,old treebeard,PERSON-PERSON,CO_OCCURRENCE,"I'm a Took, Peregrin Took, but I'm generally called Pippin, or even Pip.' 'Hm, but you _are_ hasty folk, I see,' said Treebeard. 'I am honoured by your confidence; but you should not be too free all at once. There are Ents and Ents, you know; or there are Ents",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,6,4,3,[N/A]
the ents,old treebeard,ORGANIZATION-PERSON,CO_OCCURRENCE,"long ago.' Treebeard's face became sad. 'Forests may grow,' he said. 'Woods may spread. But not Ents. There are no Entings.' 'Yet maybe there is now more hope in your search,' said Aragorn. 'Lands will lie open to you eastward that have long been closed.' But Treebeard shook his head",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,205,4,3,[N/A]
master gandalf,húrin the tall warden of the keys,PERSON-PERSON,CO_OCCURRENCE,"my own way; but your way may go along with mine for a while. But you speak of Master Gandalf, as if he was in a story that had come to an end.' 'Yes, we do,' said Pippin sadly. 'The story seems to be going on, but I am afraid",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,33,4,3,[N/A]
land of the valley of singing gold,shelf,LOCATION-LOCATION,CO_OCCURRENCE,"what you call it?' 'Hill?' suggested Pippin. 'Shelf? Step?' suggested Merry. Treebeard repeated the words thoughtfully. '_Hill_. Yes, that was it. But it is a hasty word for a thing that has stood here ever since this part of the world was shaped. Never mind. Let us leave it, and",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,9,4,3,[N/A]
húrin the tall warden of the keys,shelf,PERSON-LOCATION,CO_OCCURRENCE,"suggested Pippin. 'Shelf? Step?' suggested Merry. Treebeard repeated the words thoughtfully. '_Hill_. Yes, that was it. But it is a hasty word for a thing that has stood here ever since this part of the world was shaped. Never mind. Let us leave it, and go.' 'Where shall we go?'",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,19,4,3,[N/A]
shelf,old treebeard,LOCATION-PERSON,CO_OCCURRENCE,"suggested Pippin. 'Shelf? Step?' suggested Merry. Treebeard repeated the words thoughtfully. '_Hill_. Yes, that was it. But it is a hasty word for a thing that has stood here ever since this part of the world was shaped. Never mind. Let us leave it, and go.' 'Where shall we go?'",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,9,4,3,[N/A]
lothlórien,old treebeard,LOCATION-PERSON,CO_OCCURRENCE,"Lothlórien. only thicker stronger, younger. And the smell of the air! I used to spend a week just breathing.' Treebeard fell silent, striding along, and yet making hardly a sound with his great feet. Then he began to hum again, and passed into a murmuring chant. Gradually the hobbits became",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,7,4,3,[N/A]
folk of the lonely mountain,tasarinan,ORGANIZATION-LOCATION,CO_OCCURRENCE,"a week just breathing.' Treebeard fell silent, striding along, and yet making hardly a sound with his great feet. Then he began to hum again, and passed into a murmuring chant. Gradually the hobbits became aware that he was chanting to them: In the willow-meads of Tasarinan I walked in",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,1,4,3,[N/A]
tasarinan,old treebeard,LOCATION-PERSON,CO_OCCURRENCE,"a week just breathing.' Treebeard fell silent, striding along, and yet making hardly a sound with his great feet. Then he began to hum again, and passed into a murmuring chant. Gradually the hobbits became aware that he was chanting to them: In the willow-meads of Tasarinan I walked in",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,1,4,3,[N/A]
aldalómë,land of the valley of singing gold,LOCATION-LOCATION,CO_OCCURRENCE,"Winter upon Orod-na-Thôn! My voice went up and sang in the sky. And now all those lands lie under the wave. And I walk in Ambaróna, in Tauremorna, in Aldalómë. In my own land, in the country of Fangorn, Where the roots are long, And the years lie thicker than",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,3,4,3,[N/A]
ambaróna,land of the valley of singing gold,LOCATION-LOCATION,CO_OCCURRENCE,"Winter upon Orod-na-Thôn! My voice went up and sang in the sky. And now all those lands lie under the wave. And I walk in Ambaróna, in Tauremorna, in Aldalómë. In my own land, in the country of Fangorn, Where the roots are long, And the years lie thicker than",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,3,4,3,[N/A]
land of the valley of singing gold,tauremorna,LOCATION-LOCATION,CO_OCCURRENCE,"Winter upon Orod-na-Thôn! My voice went up and sang in the sky. And now all those lands lie under the wave. And I walk in Ambaróna, in Tauremorna, in Aldalómë. In my own land, in the country of Fangorn, Where the roots are long, And the years lie thicker than",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,3,4,3,[N/A]
land of the valley of singing gold,tauremornalómë,LOCATION-LOCATION,CO_OCCURRENCE,"the country of Fangorn, Where the roots are long, And the years lie thicker than the leaves In Tauremornalómë. He ended, and strode on silently, and in all the wood, as far as ear could reach, there was not a sound. The day waned, and dusk was twined about the",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,2,4,3,[N/A]
folk of the lonely mountain,methedras,ORGANIZATION-LOCATION,CO_OCCURRENCE,"dusk was twined about the boles of the trees. At last the hobbits saw, rising dimly before them, a steep dark land: they had come to the feet of the mountains, and to the green roots of tall Methedras. Down the hillside the young Entwash, leaping from its springs high",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,4,4,3,[N/A]
land of the valley of singing gold,wellinghall,LOCATION-LOCATION,CO_OCCURRENCE,"we are near the roots of the Last Mountain. Part of the name of this place might be Wellinghall, if it were turned into your language. I like it. We will stay here tonight.' He set them down on the grass between the aisles of the trees, and they followed",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,3,4,3,[N/A]
old treebeard,wellinghall,PERSON-LOCATION,CO_OCCURRENCE,"met Treebeard that morning after the battle; and that night we were at Wellinghall, one of his ent-houses. The next morning we went to Entmoot, a gathering of Ents, that is, and the queerest thing I have ever seen in my life. It lasted all that day and the next;",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,9,4,3,[N/A]
folk of the lonely mountain,wellinghall,ORGANIZATION-LOCATION,CO_OCCURRENCE,"place might be Wellinghall, if it were turned into your language. I like it. We will stay here tonight.' He set them down on the grass between the aisles of the trees, and they followed him towards the great arch. The hobbits now noticed that as he walked his knees",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,2,4,3,[N/A]
the ents,lothlórien,ORGANIZATION-LOCATION,CO_OCCURRENCE,"the Mines of Moria, and in Lothlórien and Galadriel. He made them describe the Shire and its country over and over again. He said an odd thing at this point. 'You never see any, hm, any Ents round there do you?' he asked. 'Well, not Ents, _Entwives_ I should really",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,2,4,3,[N/A]
the ents,heart of the shire,ORGANIZATION-LOCATION,CO_OCCURRENCE,"made them describe the Shire and its country over and over again. He said an odd thing at this point. 'You never see any, hm, any Ents round there do you?' he asked. 'Well, not Ents, _Entwives_ I should really say.' '_Entwives_?' said Pippin. 'Are they like you at all?'",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,2,4,3,[N/A]
old treebeard,uglúk,PERSON-PERSON,CO_OCCURRENCE,Uglúk and the crossing of Rohan.' 'Good! Good!' said Treebeard. 'But I spoke hastily. We must not be hasty. I have become too hot. I must cool myself and think; fur it is easier to shout _stop_! than to do it.' He strode to the archway and stood for some,C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,16,4,3,[N/A]
caras galadhon,the battle of the pelennor fields,LOCATION-EVENT,CO_OCCURRENCE,"them in Caras Galadhon, and Orcs pursue them down all the leagues of Wilderland: indeed they seem to be caught up in a great storm. I hope they weather it!' 'And what about yourself?' asked Merry. 'Hoom, hm, I have not troubled about the Great Wars,' said Treebeard; 'they mostly",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,1,4,3,[N/A]
caras galadhon,old treebeard,LOCATION-PERSON,CO_OCCURRENCE,"them in Caras Galadhon, and Orcs pursue them down all the leagues of Wilderland: indeed they seem to be caught up in a great storm. I hope they weather it!' 'And what about yourself?' asked Merry. 'Hoom, hm, I have not troubled about the Great Wars,' said Treebeard; 'they mostly",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,1,4,3,[N/A]
the battle of the pelennor fields,old treebeard,EVENT-PERSON,CO_OCCURRENCE,"not troubled about the Great Wars,' said Treebeard; 'they mostly concern Elves and Men. That is the business of Wizards: Wizards are always troubled about the future. I do not like worrying about the future. I am not altogether on anybody's _side_, because nobody is altogether on my _side_, if",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,21,4,3,[N/A]
the battle of the pelennor fields,wilderland,EVENT-LOCATION,CO_OCCURRENCE,"the leagues of Wilderland: indeed they seem to be caught up in a great storm. I hope they weather it!' 'And what about yourself?' asked Merry. 'Hoom, hm, I have not troubled about the Great Wars,' said Treebeard; 'they mostly concern Elves and Men. That is the business of Wizards:",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,3,4,3,[N/A]
old treebeard,wilderland,PERSON-LOCATION,CO_OCCURRENCE,"'Nay, every Elf in Wilderland has sung songs of the old Onodrim and their long sorrow. Yet even among us they are only a memory. If I were to meet one still walking in this world, then indeed I should feel young again! But Treebeard: that is only a rendering",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,5,4,3,[N/A]
the battle of the pelennor fields,wizards,EVENT-ORGANIZATION,CO_OCCURRENCE,"not troubled about the Great Wars,' said Treebeard; 'they mostly concern Elves and Men. That is the business of Wizards: Wizards are always troubled about the future. I do not like worrying about the future. I am not altogether on anybody's _side_, because nobody is altogether on my _side_, if",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,7,4,3,[N/A]
old treebeard,wizards,PERSON-ORGANIZATION,CO_OCCURRENCE,"Wars,' said Treebeard; 'they mostly concern Elves and Men. That is the business of Wizards: Wizards are always troubled about the future. I do not like worrying about the future. I am not altogether on anybody's _side_, because nobody is altogether on my _side_, if you understand me: nobody cares",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,7,4,3,[N/A]
folk of the lonely mountain,nobody,ORGANIZATION-PERSON,CO_OCCURRENCE,"anybody's _side_, because nobody is altogether on my _side_, if you understand me: nobody cares for the woods as I care for them, not even Elves nowadays. Still, I take more kindly to Elves than to others: it was the Elves that cured us of dumbness long ago, and that",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,5,4,3,[N/A]
burárum,northern mirkwood,PERSON-LOCATION,CO_OCCURRENCE,"burárum' (he again made a deep rumble of disgust)' – these Orcs, and their masters. 'I used to be anxious when the shadow lay on Mirkwood, but when it removed to Mordor, I did not trouble for a while: Mordor is a long way away. But it seems that the",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,1,4,3,[N/A]
burárum,land of the valley of singing gold,PERSON-LOCATION,CO_OCCURRENCE,"burárum' (he again made a deep rumble of disgust)' – these Orcs, and their masters. 'I used to be anxious when the shadow lay on Mirkwood, but when it removed to Mordor, I did not trouble for a while: Mordor is a long way away. But it seems that the",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,1,4,3,[N/A]
burárum,folk of the lonely mountain,PERSON-ORGANIZATION,CO_OCCURRENCE,"burárum' (he again made a deep rumble of disgust)' – these Orcs, and their masters. 'I used to be anxious when the shadow lay on Mirkwood, but when it removed to Mordor, I did not trouble for a while: Mordor is a long way away. But it seems that the",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,1,4,3,[N/A]
angrenost,land of the valley of singing gold,LOCATION-LOCATION,CO_OCCURRENCE,"Angrenost, or Isengard as the Men of Rohan call it. He was very quiet to begin with, but his fame began to grow. He was chosen to be head of the White Council, they say; but that did not turn out too well. I wonder now if even then Saruman",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,10,4,3,[N/A]
angrenost,húrin the tall warden of the keys,LOCATION-PERSON,CO_OCCURRENCE,"Angrenost, or Isengard as the Men of Rohan call it. He was very quiet to begin with, but his fame began to grow. He was chosen to be head of the White Council, they say; but that did not turn out too well. I wonder now if even then Saruman",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,3,4,3,[N/A]
angrenost,folk of the lonely mountain,LOCATION-ORGANIZATION,CO_OCCURRENCE,"gave up wandering about and minding the affairs of Men and Elves, some time ago – you would call it a very long time ago: and he settled down at Angrenost, or Isengard as the Men of Rohan call it. He was very quiet to begin with, but his fame",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,16,4,3,[N/A]
land of the valley of singing gold,finglas,LOCATION-LOCATION,CO_OCCURRENCE,"Fangorn, and Finglas and Fladrif – to give them their Elvish names; you may call them Leaflock and Skinbark if you like that better. And of us three Leaflock and Skinbark are not much use for this business. Leaflock has grown sleepy, almost tree-ish, you might say: he has taken",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,16,4,3,[N/A]
land of the valley of singing gold,fladrif,LOCATION-LOCATION,CO_OCCURRENCE,"Fangorn, and Finglas and Fladrif – to give them their Elvish names; you may call them Leaflock and Skinbark if you like that better. And of us three Leaflock and Skinbark are not much use for this business. Leaflock has grown sleepy, almost tree-ish, you might say: he has taken",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,15,4,3,[N/A]
land of the valley of singing gold,leaflock,LOCATION-PERSON,CO_OCCURRENCE,"Fangorn, and Finglas and Fladrif – to give them their Elvish names; you may call them Leaflock and Skinbark if you like that better. And of us three Leaflock and Skinbark are not much use for this business. Leaflock has grown sleepy, almost tree-ish, you might say: he has taken",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,7,4,3,[N/A]
land of the valley of singing gold,skinbark,LOCATION-PERSON,CO_OCCURRENCE,"Fangorn, and Finglas and Fladrif – to give them their Elvish names; you may call them Leaflock and Skinbark if you like that better. And of us three Leaflock and Skinbark are not much use for this business. Leaflock has grown sleepy, almost tree-ish, you might say: he has taken",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,16,4,3,[N/A]
folk of the lonely mountain,skinbark,ORGANIZATION-PERSON,CO_OCCURRENCE,"with leafy hair he is. He used to rouse up in winter; but of late he has been too drowsy to walk far even then. Skinbark lived on the mountain-slopes west of Isengard. That is where the worst trouble has been. He was wounded by the Orcs, and many of",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,1,4,3,[N/A]
entings,old treebeard,ORGANIZATION-PERSON,CO_OCCURRENCE,"peace. When this valley is filled there is room and to spare west of the mountains, where once you walked long ago.' Treebeard's face became sad. 'Forests may grow,' he said. 'Woods may spread. But not Ents. There are no Entings.' 'Yet maybe there is now more hope in your",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,3,4,3,[N/A]
entings,the entwives,ORGANIZATION-ORGANIZATION,CO_OCCURRENCE,"have not increased. There have been no Entings – no children, you would say, not for a terrible long count of years. You see, we lost the Entwives.' 'How very sad!' said Pippin. 'How was it that they all died?' 'They did not _die_!' said Treebeard. 'I never said _died_.",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,5,4,3,[N/A]
entings,húrin the tall warden of the keys,ORGANIZATION-PERSON,CO_OCCURRENCE,"have not increased. There have been no Entings – no children, you would say, not for a terrible long count of years. You see, we lost the Entwives.' 'How very sad!' said Pippin. 'How was it that they all died?' 'They did not _die_!' said Treebeard. 'I never said _died_.",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,4,4,3,[N/A]
the entwives,húrin the tall warden of the keys,ORGANIZATION-PERSON,CO_OCCURRENCE,"send me word! You know what I mean: word or sight of the Entwives. Come yourselves if you can!' 'We will!' said Merry and Pippin together, and they turned away hastily. Treebeard looked at them, and was silent for a while, shaking his head thoughtfully. Then he turned to Gandalf.",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,18,4,3,[N/A]
the entwives,old treebeard,ORGANIZATION-PERSON,CO_OCCURRENCE,"send me word! You know what I mean: word or sight of the Entwives. Come yourselves if you can!' 'We will!' said Merry and Pippin together, and they turned away hastily. Treebeard looked at them, and was silent for a while, shaking his head thoughtfully. Then he turned to Gandalf.",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,13,4,3,[N/A]
folk of the lonely mountain,the entwives,ORGANIZATION-ORGANIZATION,CO_OCCURRENCE,"that. There were songs about the hunt of the Ents for the Entwives sung among Elves and Men from Mirkwood to Gondor. They cannot be quite forgotten.' 'Well, I am afraid the songs have not come west over the Mountains to the Shire,' said Merry. 'Won't you tell us some",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,23,4,3,[N/A]
the entwives,northern mirkwood,ORGANIZATION-LOCATION,CO_OCCURRENCE,"for the Entwives sung among Elves and Men from Mirkwood to Gondor. They cannot be quite forgotten.' 'Well, I am afraid the songs have not come west over the Mountains to the Shire,' said Merry. 'Won't you tell us some more, or sing us one of the songs?' 'Yes, I",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,9,4,3,[N/A]
northern mirkwood,old treebeard,LOCATION-PERSON,CO_OCCURRENCE,"Treebeard,' said Gandalf. 'I have spoken of them, but you have not yet seen them.' He named them one by one. The Old Ent looked at them long and searchingly, and spoke to them in turn. Last he turned to Legolas. 'So you have come all the way from Mirkwood,",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,4,4,3,[N/A]
the entwives,land of the valley of singing gold,ORGANIZATION-LOCATION,CO_OCCURRENCE,"for the Entwives sung among Elves and Men from Mirkwood to Gondor. They cannot be quite forgotten.' 'Well, I am afraid the songs have not come west over the Mountains to the Shire,' said Merry. 'Won't you tell us some more, or sing us one of the songs?' 'Yes, I",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,26,4,3,[N/A]
the entwives,heart of the shire,ORGANIZATION-LOCATION,CO_OCCURRENCE,"pleasant land, in the Shire, send me word! You know what I mean: word or sight of the Entwives. Come yourselves if you can!' 'We will!' said Merry and Pippin together, and they turned away hastily. Treebeard looked at them, and was silent for a while, shaking his head thoughtfully.",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,8,4,3,[N/A]
heart of the shire,old treebeard,LOCATION-PERSON,CO_OCCURRENCE,"pleasant land, in the Shire, send me word! You know what I mean: word or sight of the Entwives. Come yourselves if you can!' 'We will!' said Merry and Pippin together, and they turned away hastily. Treebeard looked at them, and was silent for a while, shaking his head thoughtfully.",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,9,4,3,[N/A]
entmaidens,the ents,ORGANIZATION-ORGANIZATION,CO_OCCURRENCE,"and the woods were wide and wild, the Ents and the Entwives – and there were Entmaidens then: ah! the loveliness of Fimbrethil, of Wandlimb the lightfooted, in the days of our youth! – they walked together and they housed together. But our hearts did not go on growing in",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,7,4,3,[N/A]
entmaidens,the entwives,ORGANIZATION-ORGANIZATION,CO_OCCURRENCE,"and the woods were wide and wild, the Ents and the Entwives – and there were Entmaidens then: ah! the loveliness of Fimbrethil, of Wandlimb the lightfooted, in the days of our youth! – they walked together and they housed together. But our hearts did not go on growing in",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,7,4,3,[N/A]
the entwives,the battle of the pelennor fields,ORGANIZATION-EVENT,CO_OCCURRENCE,"our own people. We crossed over Anduin and came to their land: but we found a desert: it was all burned and uprooted, for war had passed over it. But the Entwives were not there. Long we called, and long we searched; and we asked all folk that we met",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,10,4,3,[N/A]
land of the valley of singing gold,fimbrethil,LOCATION-LOCATION,CO_OCCURRENCE,"Brown Lands now. 'I remember it was long ago – in the time of the war between Sauron and the Men of the Sea – desire came over me to see Fimbrethil again. Very fair she was still in my eyes, when I had last seen her, though little like",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,3,4,3,[N/A]
fimbrethil,folk of the lonely mountain,LOCATION-ORGANIZATION,CO_OCCURRENCE,gardens of the Entwives are wasted: Men call them the Brown Lands now. 'I remember it was long ago – in the time of the war between Sauron and the Men of the Sea – desire came over me to see Fimbrethil again. Very fair she was still in my,C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,8,4,3,[N/A]
fimbrethil,the battle of the pelennor fields,LOCATION-EVENT,CO_OCCURRENCE,"war between Sauron and the Men of the Sea – desire came over me to see Fimbrethil again. Very fair she was still in my eyes, when I had last seen her, though little like the Entmaiden of old. For the Entwives were bent and browned by their labour; their",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,6,4,3,[N/A]
húrin the tall warden of the keys,entwife,PERSON-PERSON,CO_OCCURRENCE,"best!_ ENTWIFE. _When Summer warms the hanging fruit and burns the berry brown; When straw is gold, and ear is white, and harvest comes to town; When honey spills, and apple swells, though wind be in the West, I'll linger here beneath the Sun, because my land is best!_ ENT.",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,1,4,3,[N/A]
entmoot,húrin the tall warden of the keys,LOCATION-PERSON,CO_OCCURRENCE,"my Pippin!' he said, and the other Ents all stopped their chant. 'You are a hasty folk, I was forgetting; and anyway it is wearisome listening to a speech you do not understand. You may get down now. I have told your names to the Entmoot, and they have seen",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,23,4,3,[N/A]
entmoot,old treebeard,LOCATION-PERSON,CO_OCCURRENCE,"met Treebeard that morning after the battle; and that night we were at Wellinghall, one of his ent-houses. The next morning we went to Entmoot, a gathering of Ents, that is, and the queerest thing I have ever seen in my life. It lasted all that day and the next;",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,16,4,3,[N/A]
entmoot,the ents,LOCATION-ORGANIZATION,CO_OCCURRENCE,"morning we went to Entmoot, a gathering of Ents, that is, and the queerest thing I have ever seen in my life. It lasted all that day and the next; and we spent the nights with an Ent called Quickbeam. And then late in the afternoon in the third day",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,12,4,3,[N/A]
the dingle,entmoot,LOCATION-LOCATION,CO_OCCURRENCE,"Entmoot. You and Merry can stroll about in the dingle, if you like. There is a well of good water, if you need refreshing, away yonder in the north bank. There are still some words to speak before the Moot really begins. I will come and see you again, and",C:\Coding\LOTR-Extractor\LOTR_Text\02 - The Two Towers.txt,8,4,3,[N/A]
